,0,aspect,prediction
1290,"it is also very lightweight, making transporting this computer very easy.",LAPTOP|LAPTOP,
1291,the graphics on this computer are also stellar - very clear and vivid.,GRAPHICS,computer!stellar
1292,"i use iphoto all the time, which is a great program for anyone who is into photography - amateurs and experts alike.",SOFTWARE|SOFTWARE,program!great|time!great|anyone!great|use!time
1293,the program came with the computer and works beautifully.,SOFTWARE,
1294,i definitely will buy a mac again if and when this computer ever fails.,LAPTOP|COMPANY,computer!fails
1295,my hp g60-244dx died after only 16 months.,LAPTOP,g60-244dx!died|hp!died
1296,it started out getting hot after only a few months.,LAPTOP,
1297,at 16 months it started shutting off after only 5 or 10 minutes.,LAPTOP,
1298,i use a cooling-pad but it doesn't help.,LAPTOP,
1299,i took it to the shop and they said it would cost too much to repair it.,SUPPORT,
1300,i will have to say that i love my macbook pro!,LAPTOP,macbook!love
1301,it fires up in the morning in less than 30 seconds and i have never had any issues with it freezing.,LAPTOP,
1302,this is now my 3rd macbook pro and i really honestly love it!,LAPTOP,
1303,the macbook pro is very sturdy and versatile.,LAPTOP|LAPTOP,pro!sturdy|macbook!sturdy
1304,i love it!,LAPTOP,
1305,"i even got my teenage son one, because of the features that it offers, like, ichat, photobooth, garage-band and more!",LAPTOP,
1306,we are addicted to the mac.,LAPTOP,
1307,this is a great laptop and i would recommend it to anyone.,LAPTOP,laptop!great
1308,the os takes some getting used to especially after being a windows user for so long but the learning curve is so worth it!,OS,os!worth
1309,great laptop that offers many great features!,LAPTOP|LAPTOP,laptop!great
1310,lightweight and the screen is beautiful!,DISPLAY|LAPTOP,screen!beautiful
1311,it is easy to operate and i have already ordered more software and gadgets for my new rolls royce of laptops.,LAPTOP|LAPTOP,|royce!new
1312,"buy it, love it, and i promise you won't regret it.",LAPTOP,
1313,this computer is good for 10 days then it sucks for the rest of your life.,LAPTOP,computer!good
1314,you will regret it if you buy any dell.,COMPANY,
1315,dell sucks,COMPANY,dell!sucks
1316,the only pro to this computer is it was under $600!,LAPTOP|LAPTOP,
1317,everything is falling apart internally and externally.,LAPTOP,everything!falling
1318,with in weeks of purchasing my computer is began to slow down.,LAPTOP|LAPTOP,
1319,"i am constantly trying to uninstall programs, clean cookies, and delete unused files.",LAPTOP,
1320,nightly my computer defrags itself and runs a virus scan.,LAPTOP,
1321,"more times that not the screen pops up saying i have a bad internet-connection, or the page can't be displayed.",LAPTOP,internet-connection!bad|page!bad
1322,"it takes me approximately 3 tries to get to each site, then after closing the browser and reopening it it actually works.",SOFTWARE,
1323,"i have vista, so i am unable to install and uninstall  some programs.",OS|LAPTOP,
1324,i can't even install one of the 3 printers i have in my house so i am unable to print.,LAPTOP|LAPTOP,
1325,"externally the keys on my keyboard are falling off, after a few uses the paint is rubbing off the button below the mouse-pad and where the heals of my hands sit, and the screen has a terrible glare.",KEYBOARD|MOUSE|DISPLAY,keyboard!falling|paint!few|screen!glare|glare!screen
1326,in short i would never buy a compaq again.,COMPANY,
1327,i bought this laptop on saturday and am completely in love with it!,LAPTOP,|love!laptop|laptop!love
1328,it was super easy to set up and is really easy to get used to.,LAPTOP,
1329,the online tutorial videos make it super easy to learn if you have always used a pc.,LAPTOP,|tutorial!online
1330,the performance is awesome.,LAPTOP,performance!awesome
1331,i will never complain about the price since i believe you get what you pay for and my macbook pro was worth every dollar.,LAPTOP|LAPTOP,pro!worth|macbook!worth|dollar!pro
1332,"with all the goodies inside this machine, it is a value.",LAPTOP|LAPTOP,
1333,it is very well built.,LAPTOP,
1334,the keyboard is top notch.,KEYBOARD,notch!top|keyboard!top
1335,the touch-pad is among the best.,MOUSE,touch-pad!best
1336,"the screen is huge and coloful, but no led backlighting.",DISPLAY|DISPLAY,backlighting!led|screen!huge
1337,"the video-card is great for media, and above average for gaming, but not a gamers first choice.",GRAPHICS|GRAPHICS,video-card!great|choice!first|average!video-card
1338,the problem i had with this unit was unresolvable.,LAPTOP,|problem!unresolvable
1339,"it had a cooling system-malfunction after 10 minutes of general use, and would not move past this error.",FANS_COOLING|FANS_COOLING,|use!general
1340,"i acually believe the issue is with the nvidia grafics card, but still requires a return.",GRAPHICS|LAPTOP,card!issue|nvidia!issue
1341,"sorry toshiba, but 1st impressions do count for something.",COMPANY,toshiba!sorry|something!toshiba
1342,i got the black macbook two years ago and have never regretted it.,LAPTOP,|macbook!black
1343,so this was great for me.,LAPTOP,
1344,it has just enough ram to run smoothly and enough memory to satisfy my needs.,LAPTOP|MEMORY,ram!enough|memory!enough
1345,plus it is small and reasonably light so i can take it with me to and from work.,LAPTOP|LAPTOP,
1346,i also travel with it and it never gives me any problems.,LAPTOP|LAPTOP,
1347,but i am glad to have gotten mine right before they stopped making it.,LAPTOP,
1348,"i look forward to years of use, it has held up well over the years and it fits my needs very well.",LAPTOP|LAPTOP,
1349,the difference is the toshiba had a lot more memory and hard drive-space.,MEMORY|HARD_DISC,drive-space!hard|memory!hard|toshiba!memory|lot!memory
1350,it's super fast and a great value for the price!,LAPTOP|LAPTOP|LAPTOP,value!great|price!great
1351,i would definitely recommend checking out this laptop if you are in the market for one.,LAPTOP,|market!laptop
1352,"a month later, we reinstall the os (vista).",OS,
1353,"a coupla months later, they change my hard drive.",HARD_DISC,drive!hard
1354,"a month or so ago, the freaking motherboard just died.",MOTHERBOARD,motherboard!died
1355,went silently.,MOTHERBOARD,
1356,"one night i turned the freaking thing off after using it, the next day i turn it on, no gui, screen all dark, power light steady, hard drive-light steady and not flashing as it usually does.",LAPTOP,thing!freaking|day!next|night!thing|power!dark|drive-light!power
1357,the motherboard is dead !,MOTHERBOARD,motherboard!dead
1358,"and i'm still paying the bloody financing, for a product which didn't last me at least three years !",LAPTOP,financing!bloody|product!financing
1359,"i initially purchased my macbook pro 13"" in april, and i loved it.",LAPTOP,
1360,i was so happy with my new mac.,LAPTOP,|mac!new
1361,then the hard drive failed;,HARD_DISC,drive!failed
1362,"my information was all lost (my fault, i know, but i never thought i would need to back up my information on a brand new mac, the paragon of all computers!",LAPTOP,|mac!new|brand!new|paragon!new
1363,"so, after apple replaced the hard drive i enjoyed another 4 months of my new computer, until it froze this morning--completely.",LAPTOP,drive!hard|computer!enjoyed|apple!drive
1364,i can't even turn it off.,LAPTOP,
1365,it's catatonic.,LAPTOP,
1366,"even if apple replaces whatever needs replacing i wonder if, since i seem to be doubling the amount of time i get out of it each time it's ""like new,"" i might have 8 months next time.",LAPTOP,|time!next|amount!next
1367,"i would rate this computer at 5 stars, but considering it has a short life-span i can only give it 1 and implore anyone looking at laptops to stay away from this machine.",LAPTOP|LAPTOP,|life-span!short
1368,"great battery, speed, display.",BATTERY|LAPTOP|DISPLAY,battery!great|speed!great|display!great
1369,it works!,LAPTOP,
1370,my house is now 100% macbook.,LAPTOP|COMPANY,
1371,"the macbook starts fast, doesn't crash, has a fantastic display, is small and light (i have the 13.3"" model), and isn't always complaining about updates, lost connections, errors, blue screens, etc.",DISPLAY|LAPTOP|LAPTOP,display!fantastic
1372,this is what a laptop is supposed to be.,LAPTOP,
1373,i thought the price was great for the specs.,LAPTOP|LAPTOP,price!great
1374,"but after using it a couple of weeks, the overall operation is poor.",LAPTOP,operation!poor
1375,i hate the display-screen and i have done everything i could do the change it.,DISPLAY,display-screen!hate
1376,the keyboard is too slick.,KEYBOARD,keyboard!slick
1377,"i really don't like it, but i am stuck.",LAPTOP,
1378,dell latitude d620 is not a reliable machine.,LAPTOP,machine!reliable|d620!reliable|dell!machine|latitude!machine
1379,"the battery never held a charge longer than one hour and within two months, stopped holding a charge for more than ten minutes.",BATTERY|BATTERY,
1380,later it held zero charge and its replacement worked for less than three months.,BATTERY|BATTERY,charge!worked|replacement!worked
1381,the machine is slow to boot up and occasionally crashes completely.,LAPTOP,machine!slow|boot!machine
1382,very disappointing:,LAPTOP,
1383,i was not aware that this product cannot display websites that contain flash.,LAPTOP,
1384,"web access through the 3g network is so slow, it's very frustrating and very disappointing.",LAPTOP,access!slow|web!slow|network!slow
1385,"after purchasing this thing, i find out that i need a special interface-device to connect my camera, and that it cannot be purchased at the store - only on line.",LAPTOP,|interface-device!special
1386,"hp pavilion dv9000 notebook pc      when i first got this computer, it really rocked.",LAPTOP,|computer!first
1387,but as time went on i found it almost impossible to keep the thing on-line through wi-fi.,LAPTOP,|thing!on-line
1388,eventually the screen went blank and the computer would not turn on.,DISPLAY|LAPTOP,
1389,guess i'll stay away from hp.,COMPANY,
1390,my macbook is probably the best investment i have ever made.,LAPTOP,investment!best|macbook!best
1391,i have had it for almost four years now and i have only had a few problems with it.,LAPTOP,
1392,"the most recent being that my safari internet-browser is freaking out on me, but i have just been using firefox instead.",SOFTWARE,internet-browser!freaking
1393,i love this computer.,LAPTOP,computer!love
1394,"its small enough where i can take it pretty much anywhere, but still has a big enough screen to get everything done.",DISPLAY|LAPTOP|LAPTOP,screen!enough
1395,the only thing that i don't like about my mac is that sometimes there are programs that i want to be able to run and i am not able to.,SOFTWARE,|thing!only
1396,games being the main issue.,LAPTOP,
1397,it drives me crazy when i want to download a game or something of that nature and i can't play it because its not compatable with the software.,SOFTWARE,
1398,other than that i don't have one complaint in the world!,LAPTOP,world!complaint
