,tweet,label,polarity
1287,"I have never had any issues or problems with my MacBook Pro so far, and it is still as fast as it was when I first bought it.","GENERAL,QUALITY,OPERATION_PERFORMANCE","positive,positive,positive"
1288,I especially like the backlit keyboard.,DESIGN_FEATURES,positive
1289,It makes doing schoolwork at night so much easier.,OTHERS,positive
1290,"It is also very lightweight, making transporting this computer very easy.","DESIGN_FEATURES,OTHERS","positive,positive"
1291,The graphics on this computer are also stellar - very clear and vivid.,QUALITY,positive
1292,"I use iphoto all the time, which is a great program for anyone who is into photography - amateurs and experts alike.","GENERAL,OTHERS","positive,positive"
1293,The program came with the computer and works beautifully.,OPERATION_PERFORMANCE,positive
1294,I definitely will buy a Mac again if and when this computer ever fails.,"GENERAL,GENERAL","positive,positive"
1295,My hp G60-244dx died after only 16 months.,QUALITY,negative
1296,It started out getting hot after only a few months.,QUALITY,negative
1297,At 16 months it started shutting off after only 5 or 10 minutes.,OPERATION_PERFORMANCE,negative
1298,I use a cooling pad but it doesn't help.,OTHERS,negative
1299,I took it to the shop and they said It would cost too much to repair it.,OTHERS,negative
1300,I will have to say that I love my MacBook Pro!,GENERAL,positive
1301,It fires up in the morning in less than 30 seconds and I have never had any issues with it freezing.,OPERATION_PERFORMANCE,positive
1302,This is now my 3rd MacBook Pro and I really honestly love it!,GENERAL,positive
1303,The MacBook Pro is very sturdy and versatile.,"QUALITY,OTHERS","positive,positive"
1304,I love it!,GENERAL,positive
1305,"I even got my teenage son one, because of the features that it offers, like, iChat, Photobooth, garage band and more!",DESIGN_FEATURES,positive
1306,We are addicted to the Mac.,GENERAL,positive
1307,This is a great laptop and I would recommend it to anyone.,GENERAL,positive
1308,The OS takes some getting used to especially after being a Windows user for so long but the learning curve is so worth it!,OTHERS,positive
1309,Great laptop that offers many great features!,"DESIGN_FEATURES,GENERAL","positive,positive"
1310,Lightweight and the screen is beautiful!,"GENERAL,DESIGN_FEATURES","positive,positive"
1311,It is easy to operate and I have already ordered more software and gadgets for my new Rolls Royce of laptops.,"OTHERS,GENERAL","positive,positive"
1312,"Buy it, love it, and I promise you won't regret it.",GENERAL,positive
1313,This computer is good for 10 days then it sucks for the rest of your life.,QUALITY,negative
1314,You will regret it if you buy any dell.,GENERAL,negative
1315,Dell sucks,GENERAL,negative
1316,The only pro to this computer is it was under $600!,"GENERAL,OTHERS","negative,positive"
1317,Everything is falling apart internally and externally.,QUALITY,negative
1318,With in weeks of purchasing my computer is began to slow down.,"QUALITY,OPERATION_PERFORMANCE","negative,negative"
1319,"I am constantly trying to uninstall programs, clean cookies, and delete unused files.",OTHERS,negative
1320,Nightly my computer defrags itself and runs a virus scan.,OPERATION_PERFORMANCE,negative
1321,"More times that not the screen pops up saying I have a bad internet connection, or the page can't be displayed.",OPERATION_PERFORMANCE,negative
1322,"It takes me approximately 3 tries to get to each site, then after closing the browser and reopening it it actually works.",OPERATION_PERFORMANCE,negative
1323,"I have Vista, so I am unable to install and uninstall  some programs.","GENERAL,OTHERS","negative,negative"
1324,I can't even install one of the 3 printers I have in my house so I am unable to print.,"OTHERS,OTHERS","negative,negative"
1325,"Externally the keys on my keyboard are falling off, after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit, and the screen has a terrible glare.","QUALITY,QUALITY,QUALITY","negative,negative,negative"
1326,In short I would never buy a Compaq again.,GENERAL,negative
1327,I bought this laptop on Saturday and am completely in love with it!,GENERAL,positive
1328,It was super easy to set up and Is really easy to get used to.,OTHERS,positive
1329,The online tutorial videos make it super easy to learn if you have always used a PC.,OTHERS,positive
1330,The performance is awesome.,OPERATION_PERFORMANCE,positive
1331,I will never complain about the price since I believe you get what you pay for and my MacBook Pro was worth every dollar.,"GENERAL,OTHERS","positive,positive"
1332,"With all the goodies inside this machine, it is a value.","DESIGN_FEATURES,GENERAL","positive,positive"
1333,It is very well built.,QUALITY,positive
1334,The keyboard is top notch.,QUALITY,positive
1335,The touch pad is among the best.,GENERAL,positive
1336,"The screen is huge and coloful, but no LED backlighting.","DESIGN_FEATURES,DESIGN_FEATURES","negative,positive"
1337,"The video card is great for media, and above average for gaming, but not a gamers first choice.","OTHERS,OTHERS","positive,negative"
1338,The problem I had with this unit was unresolvable.,GENERAL,negative
1339,"It had a cooling system malfunction after 10 minutes of general use, and would not move past this error.","QUALITY,OPERATION_PERFORMANCE","negative,negative"
1340,"I acually believe the issue is with the Nvidia grafics card, but still requires a return.","GENERAL,GENERAL","neutral,negative"
1341,"Sorry Toshiba, but 1st impressions do count for something.",GENERAL,negative
1342,I got the black MacBook two years ago and have never regretted it.,GENERAL,positive
1343,So this was great for me.,GENERAL,positive
1344,It has just enough RAM to run smoothly and enough memory to satisfy my needs.,"OPERATION_PERFORMANCE,DESIGN_FEATURES","positive,positive"
1345,Plus it is small and reasonably light so I can take it with me to and from work.,"DESIGN_FEATURES,OTHERS","positive,positive"
1346,I also travel with it and it never gives me any problems.,"OTHERS,GENERAL","positive,positive"
1347,But I am glad to have gotten mine right before they stopped making it.,GENERAL,positive
1348,"I look forward to years of use, it has held up well over the years and it fits my needs very well.","QUALITY,GENERAL","positive,positive"
1349,The difference is the Toshiba had a lot more memory and hard drive space.,"DESIGN_FEATURES,DESIGN_FEATURES","positive,positive"
1350,It's super fast and a great value for the price!,"GENERAL,OPERATION_PERFORMANCE,OTHERS","positive,positive,neutral"
1351,I would definitely recommend checking out this laptop if you are in the market for one.,GENERAL,positive
1352,"A MONTH LATER, we reinstall the OS (Vista).",QUALITY,negative
1353,"A coupla months later, they change my hard drive.",QUALITY,negative
1354,"A month or so ago, the freaking motherboard just died.",QUALITY,negative
1355,Went silently.,QUALITY,negative
1356,"One night I turned the freaking thing off after using it, the next day I turn it on, no GUI, screen all dark, power light steady, hard drive light steady and not flashing as it usually does.",OPERATION_PERFORMANCE,negative
1357,THE MOTHERBOARD IS DEAD !,QUALITY,negative
1358,"And I'm still paying the bloody financing, for a product which didn't last me at least three years !",QUALITY,negative
1359,"I initially purchased my Macbook Pro 13"" in April, and I loved it.",GENERAL,positive
1360,I was so happy with my new Mac.,GENERAL,negative
1361,Then the hard drive failed;,QUALITY,negative
1362,"my information was all lost (my fault, I know, but I never thought I would need to back up my information on a brand new Mac, the paragon of all computers!",OTHERS,negative
1363,"So, after Apple replaced the hard drive I enjoyed another 4 months of my new computer, until it froze this morning--completely.",OPERATION_PERFORMANCE,negative
1364,I can't even turn it off.,OPERATION_PERFORMANCE,negative
1365,It's catatonic.,OPERATION_PERFORMANCE,negative
1366,"Even if Apple replaces whatever needs replacing I wonder if, since I seem to be doubling the amount of time I get out of it each time it's ""like new,"" I might have 8 months next time.",QUALITY,negative
1367,"I would rate this computer at 5 stars, but considering it has a short life span I can only give it 1 and implore anyone looking at laptops to stay away from this machine.","QUALITY,GENERAL","negative,negative"
1368,"Great battery, speed, display.","GENERAL,OPERATION_PERFORMANCE,GENERAL","positive,positive,positive"
1369,It WORKS!,OPERATION_PERFORMANCE,positive
1370,My house is now 100% Macbook.,"GENERAL,GENERAL","positive,positive"
1371,"The Macbook starts fast, doesn't crash, has a fantastic display, is small and light (I have the 13.3"" model), and isn't always complaining about updates, lost connections, errors, blue screens, etc.","GENERAL,OPERATION_PERFORMANCE,DESIGN_FEATURES","positive,positive,positive"
1372,THIS is what a laptop is supposed to be.,GENERAL,positive
1373,I thought the price was great for the specs.,"OTHERS,DESIGN_FEATURES","positive,positive"
1374,"But after using it a couple of weeks, the overall operation is poor.",OPERATION_PERFORMANCE,negative
1375,I hate the display screen and I have done everything I could do the change it.,GENERAL,negative
1376,The keyboard is too slick.,QUALITY,negative
1377,"I really don't like it, but I am stuck.",GENERAL,negative
1378,Dell Latitude d620 is not a reliable machine.,QUALITY,negative
1379,"The battery never held a charge longer than one hour and within two months, stopped holding a charge for more than ten minutes.","OPERATION_PERFORMANCE,QUALITY","negative,negative"
1380,Later it held zero charge and its replacement worked for less than three months.,"QUALITY,OTHERS","negative,negative"
1381,The machine is slow to boot up and occasionally crashes completely.,OPERATION_PERFORMANCE,negative
1382,VERY disappointing:,GENERAL,negative
1383,I was not aware that this product cannot display websites that contain Flash.,DESIGN_FEATURES,negative
1384,"Web access through the 3G network is so slow, it's very frustrating and VERY DISAPPOINTING.",OTHERS,negative
1385,"After purchasing this thing, I find out that I need a special interface device to connect my camera, and that it cannot be purchased at the store - only on line.",OTHERS,negative
1386,"HP Pavilion DV9000 Notebook PC      When I first got this computer, it really rocked.",GENERAL,positive
1387,But as time went on I found it almost impossible to keep the thing on-line through wi-fi.,OTHERS,negative
1388,Eventually the screen went blank and the computer would not turn on.,"OPERATION_PERFORMANCE,OPERATION_PERFORMANCE","negative,negative"
1389,Guess I'll stay away from HP.,GENERAL,negative
1390,My MacBook is probably the best investment I have ever made.,GENERAL,positive
1391,I have had it for almost four years now and I have only had a few problems with it.,QUALITY,positive
1392,"The most recent being that my Safari internet browser is freaking out on me, but I have just been using firefox instead.",OPERATION_PERFORMANCE,negative
1393,I love this computer.,GENERAL,positive
1394,"Its small enough where I can take it pretty much anywhere, but still has a big enough screen to get everything done.","DESIGN_FEATURES,DESIGN_FEATURES,OTHERS","positive,positive,positive"
1395,The only thing that I don't like about my mac is that sometimes there are programs that I want to be able to run and I am not able to.,OTHERS,negative
1396,Games being the main issue.,OTHERS,negative
1397,It drives me crazy when I want to download a game or something of that nature and I can't play it because its not compatable with the software.,OTHERS,negative
1398,Other than that I don't have one complaint in the world!,GENERAL,positive
